respondent_id,role,class_name,submitted_at,S0.1,S0.2,S0.3,S0.4,S1.1,S1.1__freetext,S1.2,S1.3,S1.4,S1.5,S1.6,S2.1,S2.2,S2.3,S2.4,S2.4__freetext,S2.5,S3.1,S3.2,S3.3,S3.4,S3.5,S3.6,S3.7,S4.1,S4.2,S4.3,S4.4,S4.5,S5.1,S5.2,S5.3,S5.4,S5.5,S6.1,S6.2,S6.3,S6.4,S7.1,S7.2,S7.3
S252,student,4BHITM,2026-05-27T12:49:42.4700000,12. Schulstufe,Informatik,4,"Ja, regelmäßig",ChatGPT|Microsoft Copilot|GitHub Copilot|Claude Cowork|Claude Code,,"Ja, bis inkl. 10 €/Monat",Täglich,Programmieren und Fehlersuche im Code|Prüfungsvorbereitung|Zusammenfassungen erstellen,Laptop,3,Täglich,"Beim Programmieren (Fehler finden, Code verstehen)|Um Unterrichtsstoff nachzuarbeiten, den ich nicht verstanden habe|Zur Vorbereitung auf Tests und Schularbeiten",Beides gleichermaßen,Angewandte Mathematik|Programmierunterricht|Physik,,Besser erklären vielleicht mit mir reden ,"Neue Übungsbeispiele erstellen, die zu meinem Wissensstand passen|Bei Aufgaben Hinweise geben, ohne die Lösung zu verraten|Zusammenfassungen von Unterrichtsmaterial erstellen",Mit Beispielen und Vergleichen aus dem Alltag,"Erst fragen, wo genau ich hänge, und dann gezielt helfen",4,"Nein, Deutsch reicht völlig",,4,2,4,3,2,"Personalisiertes Lerntempo|Sofort verfügbare Hilfe, auch außerhalb des Unterrichts|Motivation und Abwechslung beim Lernen",4,3,Manchmal,1,2,1,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist",Für keinen Zweck — meine Chats sollen privat bleiben,"Ja, Quellenangaben sind mir wichtig",Dumme antworten,Lernen,
S253,student,4BHITM,2026-05-27T12:50:05.6466667,12. Schulstufe,Informatik,4,"Ja, regelmäßig",ChatGPT|Google Gemini,,Nein,Täglich,Hausübungen lösen oder kontrollieren|Programmieren und Fehlersuche im Code|Texte schreiben oder verbessern,Laptop,3,Mehrmals pro Woche,"Zur Vorbereitung auf Tests und Schularbeiten|Beim Programmieren (Fehler finden, Code verstehen)|Um Unterrichtsstoff nachzuarbeiten, den ich nicht verstanden habe",Weiß ich noch nicht,Programmierunterricht|Physik|Deutsch,,Das erklären was zum Test kommt,"Neue Übungsbeispiele erstellen, die zu meinem Wissensstand passen|Bei Aufgaben Hinweise geben, ohne die Lösung zu verraten|Meine Texte oder meinen Code korrigieren und Rückmeldung geben",Mit Beispielen und Vergleichen aus dem Alltag,"Erst fragen, wo genau ich hänge, und dann gezielt helfen",4,"Ja, Erklärungen in einer anderen Sprache (z.B. Englisch, Muttersprache) wären hilfreich","Musterlösungen einfügen und damit üben, Musterlösungen sind immer zu Groß um es an die KI zu füttern",3,3,3,3,3,Bessere Erklärungen als im Lehrbuch|Gezielte Vorbereitung auf Prüfungen|Individuelles Feedback auf meine Aufgaben,3,3,Meistens,2,3,3,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist",Um den Unterricht besser an unsere Fragen anzupassen,"Ja, Quellenangaben sind mir wichtig",Alle Lösungen raushauen ohne das ich selber denken muss,Unterricht angepasste antworten,
S254,student,4BHITM,2026-05-27T12:50:14.4766667,12. Schulstufe,Informatik,3,"Ja, regelmäßig",ChatGPT|GitHub Copilot|Claude Code,,Nein,Mehrmals pro Woche,"Erklärungen zu Themen, die ich nicht verstehe|Hausübungen lösen oder kontrollieren|Programmieren und Fehlersuche im Code",Laptop,3,Mehrmals pro Woche,"Zur Vorbereitung auf Tests und Schularbeiten|Um Unterrichtsstoff nachzuarbeiten, den ich nicht verstanden habe|Beim Programmieren (Fehler finden, Code verstehen)",Beides gleichermaßen,Programmierunterricht,,"Wenn er immer genau den Stoff weiß, denn wir gerade im Unterricht machen","Neue Übungsbeispiele erstellen, die zu meinem Wissensstand passen|Stoff Schritt für Schritt erklären|Sich an mein Lerntempo und meinen Wissensstand anpassen",Das hängt vom Thema ab — ich möchte wählen können,"Erst fragen, wo genau ich hänge, und dann gezielt helfen",4,"Nein, Deutsch reicht völlig",,2,1,2,3,3,Personalisiertes Lerntempo|Individuelles Feedback auf meine Aufgaben,3,3,Manchmal,2,4,3,Nur wenn ich vorher informiert werde,Um häufige Missverständnisse zu erkennen,"Ja, Quellenangaben sind mir wichtig",Falsche Antworten ,Die Sachen erneut erklärt zu bekommen wenn man es nicht versteht,
S255,student,4BHITM,2026-05-27T12:50:16.7700000,12. Schulstufe,Sonstiger Schwerpunkt,3,"Ja, ein paar Mal ausprobiert",Keines,,Nein,Nie,Programmieren und Fehlersuche im Code,Laptop,1,Gar nicht,"Beim Programmieren (Fehler finden, Code verstehen)|Um Unterrichtsstoff nachzuarbeiten, den ich nicht verstanden habe",Weiß ich noch nicht,Programmierunterricht,,Er sollte gut im programmieren sein.,"Meine Texte oder meinen Code korrigieren und Rückmeldung geben|Neue Übungsbeispiele erstellen, die zu meinem Wissensstand passen|Bei Aufgaben Hinweise geben, ohne die Lösung zu verraten",Das hängt vom Thema ab — ich möchte wählen können,"Einen Hinweis geben, der mich in die richtige Richtung lenkt",2,"Nein, Deutsch reicht völlig",,1,2,1,4,1,"Sofort verfügbare Hilfe, auch außerhalb des Unterrichts|Gezielte Vorbereitung auf Prüfungen|Individuelles Feedback auf meine Aufgaben",1,1,Immer,3,4,4,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist","Um den Unterricht besser an unsere Fragen anzupassen|Um häufige Missverständnisse zu erkennen|Um zu sehen, ob der KI-Tutor gut funktioniert","Ja, Quellenangaben sind mir wichtig",herum tscheideln ,beim Lernen ,
S256,student,4BHITM,2026-05-27T12:50:49.3400000,12. Schulstufe,Sonstiger Schwerpunkt,4,"Ja, regelmäßig",ChatGPT,,"Ja, bis inkl. 10 €/Monat",Täglich,"Erklärungen zu Themen, die ich nicht verstehe|Programmieren und Fehlersuche im Code|Prüfungsvorbereitung",Laptop,3,Etwa einmal pro Woche,Zum eigenständigen Vertiefen über den Unterricht hinaus,Weiß ich noch nicht,Deutsch,,komplexe anfragen besser verstehen,"Zusammenfassungen von Unterrichtsmaterial erstellen|Bei Aufgaben Hinweise geben, ohne die Lösung zu verraten",Das hängt vom Thema ab — ich möchte wählen können,"Den nächsten Lösungsschritt zeigen, aber nicht die ganze Lösung",4,"Ja, Erklärungen in einer anderen Sprache (z.B. Englisch, Muttersprache) wären hilfreich",nix,4,3,3,3,3,Motivation und Abwechslung beim Lernen,2,2,Manchmal,1,2,4,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist",Für keinen Zweck — meine Chats sollen privat bleiben,"Ja, Quellenangaben sind mir wichtig","politische richtung angeben, nicht emojis spammen",flexibilität,
S257,student,4BHITM,2026-05-27T12:51:12.0100000,12. Schulstufe,Informatik,4,"Ja, regelmäßig",ChatGPT|Google Gemini|DeepL|GitHub Copilot|Claude Code,,"Ja, über 10 €/Monat",Täglich,Prüfungsvorbereitung|Texte schreiben oder verbessern|Programmieren und Fehlersuche im Code,Laptop,4,Gar nicht,"Zur Vorbereitung auf Tests und Schularbeiten|Beim Programmieren (Fehler finden, Code verstehen)|Um Texte zu verbessern oder Feedback zu bekommen",Beides gleichermaßen,Programmierunterricht|Angewandte Mathematik|Physik,,"höhere limits, besser",Meine Texte oder meinen Code korrigieren und Rückmeldung geben|Stoff Schritt für Schritt erklären|Sich an mein Lerntempo und meinen Wissensstand anpassen,Schritt-für-Schritt-Anleitungen,Die komplette Lösung zeigen und erklären,4,Beides wäre hilfreich,,4,2,4,3,4,Bessere Erklärungen als im Lehrbuch|Gezielte Vorbereitung auf Prüfungen|Individuelles Feedback auf meine Aufgaben,4,2,Nie,4,1,4,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist",Für keinen Zweck — meine Chats sollen privat bleiben,"Ja, Quellenangaben sind mir wichtig",lehrer sehen meine chats,personalisiert an prüfungen,
S258,student,4BHITM,2026-05-27T12:51:48.4600000,12. Schulstufe,Informatik,3,"Ja, regelmäßig",ChatGPT|Microsoft Copilot|Perplexity|DeepL|GitHub Copilot,,Nein,Täglich,"Programmieren und Fehlersuche im Code|Zusammenfassungen erstellen|Erklärungen zu Themen, die ich nicht verstehe",Laptop,3,Täglich,"Beim Programmieren (Fehler finden, Code verstehen)|Zur Vorbereitung auf Tests und Schularbeiten|Bei Hausübungen, wenn ich nicht weiterkomme",Hauptsächlich im Unterricht,Programmierunterricht,,"Meine Fehler kennen und individuell helfen
","Neue Übungsbeispiele erstellen, die zu meinem Wissensstand passen|Stoff Schritt für Schritt erklären|Quellen und weiterführende Links anbieten",Das hängt vom Thema ab — ich möchte wählen können,"Den nächsten Lösungsschritt zeigen, aber nicht die ganze Lösung",4,Beides wäre hilfreich,,2,3,3,3,2,"Sofort verfügbare Hilfe, auch außerhalb des Unterrichts|Gezielte Vorbereitung auf Prüfungen|Individuelles Feedback auf meine Aufgaben",4,2,Selten,1,4,1,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist","Um zu sehen, ob der KI-Tutor gut funktioniert","Ja, Quellenangaben sind mir wichtig",Falsche Informationen,Prüfungsvorbereitung,
S259,student,4BHITM,2026-05-27T12:51:51.7166667,12. Schulstufe,Sonstiger Schwerpunkt,4,"Ja, regelmäßig",ChatGPT|DeepL,,Nein,Täglich,"Erklärungen zu Themen, die ich nicht verstehe|Programmieren und Fehlersuche im Code|Hausübungen lösen oder kontrollieren",Laptop,3,Gar nicht,Zum eigenständigen Vertiefen über den Unterricht hinaus,Beides gleichermaßen,Programmierunterricht,,Mehrere Programmierordner auf einmal verwalten und deren Zusammenhänge verstehen können und mit diesem Wissen Ordnerübergreifend Files bearbeiten,"Neue Übungsbeispiele erstellen, die zu meinem Wissensstand passen|Bei Aufgaben Hinweise geben, ohne die Lösung zu verraten|Quellen und weiterführende Links anbieten",Mit Bildern und Diagrammen,"Erst fragen, wo genau ich hänge, und dann gezielt helfen",4,Beides wäre hilfreich,,3,1,4,4,4,"Bessere Erklärungen als im Lehrbuch|Sofort verfügbare Hilfe, auch außerhalb des Unterrichts|Individuelles Feedback auf meine Aufgaben",1,4,Immer,1,1,4,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist",Für keinen Zweck — meine Chats sollen privat bleiben,"Wäre nett, aber nicht entscheidend",Keine detaillierten Lösungswege oder Erklärungen für Lösungen,Gezielte Antworten jederzeit,
S260,student,4BHITM,2026-05-27T12:51:53.8266667,12. Schulstufe,Informatik,4,"Ja, regelmäßig",Google Gemini|GitHub Copilot|Claude Code|DeepL,,"Ja, über 10 €/Monat",Täglich,"Erklärungen zu Themen, die ich nicht verstehe|Texte schreiben oder verbessern|Programmieren und Fehlersuche im Code",Laptop,3,Seltener,"Zur Vorbereitung auf Tests und Schularbeiten|Um Unterrichtsstoff nachzuarbeiten, den ich nicht verstanden habe",Weiß ich noch nicht,Programmierunterricht,,"Er muss den genauen Stoff wissen, der im Unterricht durchgenommen wird","Neue Übungsbeispiele erstellen, die zu meinem Wissensstand passen|Stoff Schritt für Schritt erklären|Zusammenfassungen von Unterrichtsmaterial erstellen",Schritt-für-Schritt-Anleitungen,"Erst fragen, wo genau ich hänge, und dann gezielt helfen",4,"Ja, Erklärungen in einer anderen Sprache (z.B. Englisch, Muttersprache) wären hilfreich",,2,2,4,3,4,"Gezielte Vorbereitung auf Prüfungen|Sofort verfügbare Hilfe, auch außerhalb des Unterrichts|Bessere Erklärungen als im Lehrbuch",3,3,Manchmal,1,1,4,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist",Um den Unterricht besser an unsere Fragen anzupassen,"Ja, Quellenangaben sind mir wichtig",Wenn er komplett falsche Antworten gibt.,Um eine zweite Erklärung zu bekommen ,
S261,student,4BHITM,2026-05-27T12:52:29.6466667,12. Schulstufe,Informatik,3,"Ja, regelmäßig",ChatGPT|Perplexity,,Nein,Mehrmals pro Woche,Hausübungen lösen oder kontrollieren|Texte schreiben oder verbessern|Programmieren und Fehlersuche im Code,Laptop,3,Seltener,"Bei Hausübungen, wenn ich nicht weiterkomme|Um Unterrichtsstoff nachzuarbeiten, den ich nicht verstanden habe|Zum eigenständigen Vertiefen über den Unterricht hinaus",Beides gleichermaßen,Programmierunterricht|Angewandte Mathematik,,Den stoff verständlicher erklären ,"Stoff Schritt für Schritt erklären|Neue Übungsbeispiele erstellen, die zu meinem Wissensstand passen|Meine Texte oder meinen Code korrigieren und Rückmeldung geben",Das hängt vom Thema ab — ich möchte wählen können,"Einen Hinweis geben, der mich in die richtige Richtung lenkt",4,Beides wäre hilfreich,,2,3,2,3,1,Gezielte Vorbereitung auf Prüfungen|Individuelles Feedback auf meine Aufgaben,3,3,Manchmal,2,4,4,Ist mir egal,Um häufige Missverständnisse zu erkennen|Um den Unterricht besser an unsere Fragen anzupassen,"Ja, Quellenangaben sind mir wichtig","Falsche ergebnisse, schlechte und unfollstöndige erklärungen und keine gute hilfestellung","Schritt für schritt erklärung, stoff aus dem unterricht kann wiederholt werden",
S262,student,4BHITM,2026-05-27T12:52:55.3066667,12. Schulstufe,Informatik,3,"Nein, noch nie",ChatGPT,,Nein,Mehrmals pro Woche,"Erklärungen zu Themen, die ich nicht verstehe|Prüfungsvorbereitung|Programmieren und Fehlersuche im Code",Laptop,2,Mehrmals pro Woche,"Zur Vorbereitung auf Tests und Schularbeiten|Beim Programmieren (Fehler finden, Code verstehen)|Bei Hausübungen, wenn ich nicht weiterkomme",Hauptsächlich zu Hause,Programmierunterricht|Physik|Angewandte Mathematik,,Die gratis-version soll weniger fehler machen,Meine Texte oder meinen Code korrigieren und Rückmeldung geben|Stoff Schritt für Schritt erklären|Sich an mein Lerntempo und meinen Wissensstand anpassen,Schritt-für-Schritt-Anleitungen,"Erst fragen, wo genau ich hänge, und dann gezielt helfen",3,"Nein, Deutsch reicht völlig",,1,1,2,3,2,Personalisiertes Lerntempo,3,2,Meistens,3,2,3,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist",Für keinen Zweck — meine Chats sollen privat bleiben,"Ja, Quellenangaben sind mir wichtig","Er soll das machen, was ich ihm sage und wenn ich nur eine Teillösung möchte, dann soll ich auch nur eine Teillösung bekommen, und wenn ich die ganze Lösung möchte, dann soll ich die ganze Lösung bekommen",Hilfe beim Programmieren und beim Verstehen von Programmen,
S263,student,4BHITM,2026-05-27T12:53:00.8033333,12. Schulstufe,Informatik,3,"Ja, regelmäßig",ChatGPT|Microsoft Copilot|Google Gemini|Perplexity|GitHub Copilot|Claude Code,,"Ja, über 10 €/Monat",Täglich,"Erklärungen zu Themen, die ich nicht verstehe|Programmieren und Fehlersuche im Code|Prüfungsvorbereitung",Laptop,3,Mehrmals pro Woche,"Zur Vorbereitung auf Tests und Schularbeiten|Bei Hausübungen, wenn ich nicht weiterkomme|Um Unterrichtsstoff nachzuarbeiten, den ich nicht verstanden habe",Hauptsächlich zu Hause,Programmierunterricht,,Nichts,"Neue Übungsbeispiele erstellen, die zu meinem Wissensstand passen|Stoff Schritt für Schritt erklären|Bei Aufgaben Hinweise geben, ohne die Lösung zu verraten",Das hängt vom Thema ab — ich möchte wählen können,"Den nächsten Lösungsschritt zeigen, aber nicht die ganze Lösung",4,"Ja, vereinfachte Sprache wäre hilfreich",Mehr Premium requests,4,2,4,3,4,"Bessere Erklärungen als im Lehrbuch|Gezielte Vorbereitung auf Prüfungen|Sofort verfügbare Hilfe, auch außerhalb des Unterrichts",2,3,Manchmal,1,1,1,Ist mir egal,"Um zu sehen, ob der KI-Tutor gut funktioniert","Ja, Quellenangaben sind mir wichtig",Gibts keines,Beim Lernen,"Ich würde nicht den basic visual studio code copilot nehmen weil der beim coden dumm ist.
DIE 10€ im Monat sinds wert!"
S264,student,4BHITM,2026-05-27T12:53:17.2900000,12. Schulstufe,Sonstiger Schwerpunkt,4,"Ja, regelmäßig",ChatGPT|Microsoft Copilot|GitHub Copilot,Codex,"Ja, über 10 €/Monat",Mehrmals pro Woche,Hausübungen lösen oder kontrollieren|Texte schreiben oder verbessern|Programmieren und Fehlersuche im Code,Laptop,4,Mehrmals pro Woche,"Beim Programmieren (Fehler finden, Code verstehen)|Bei Hausübungen, wenn ich nicht weiterkomme|Um Unterrichtsstoff nachzuarbeiten, den ich nicht verstanden habe",Beides gleichermaßen,Programmierunterricht,,Besseres Verständnis über Themen die ich bearbeite,"Meine Texte oder meinen Code korrigieren und Rückmeldung geben|Stoff Schritt für Schritt erklären|Bei Aufgaben Hinweise geben, ohne die Lösung zu verraten",Schritt-für-Schritt-Anleitungen,"Den nächsten Lösungsschritt zeigen, aber nicht die ganze Lösung",4,"Ja, Erklärungen in einer anderen Sprache (z.B. Englisch, Muttersprache) wären hilfreich",,4,2,2,3,3,"Sofort verfügbare Hilfe, auch außerhalb des Unterrichts|Individuelles Feedback auf meine Aufgaben|Personalisiertes Lerntempo",4,3,Selten,1,3,2,Ist mir egal,Um häufige Missverständnisse zu erkennen|Um den Unterricht besser an unsere Fragen anzupassen,"Wäre nett, aber nicht entscheidend",Wenn er nie das löst was ich eigentlich lösen will bzw. wenn er nicht versteht worauf ich hinaus will,Außerschulische Hilfe,
S265,student,4BHITM,2026-05-27T12:54:08.2266667,12. Schulstufe,Sonstiger Schwerpunkt,4,"Ja, regelmäßig",ChatGPT,,Nein,Etwa einmal pro Woche,"Erklärungen zu Themen, die ich nicht verstehe|Prüfungsvorbereitung|Programmieren und Fehlersuche im Code",Laptop,2,Seltener,"Bei Hausübungen, wenn ich nicht weiterkomme|Zur Vorbereitung auf Tests und Schularbeiten|Um Unterrichtsstoff nachzuarbeiten, den ich nicht verstanden habe",Beides gleichermaßen,Programmierunterricht,,Keine Ahnung,"Sich an mein Lerntempo und meinen Wissensstand anpassen|Meine Texte oder meinen Code korrigieren und Rückmeldung geben|Neue Übungsbeispiele erstellen, die zu meinem Wissensstand passen",Das hängt vom Thema ab — ich möchte wählen können,"Einen Hinweis geben, der mich in die richtige Richtung lenkt",4,Beides wäre hilfreich,,1,3,1,3,2,"Sofort verfügbare Hilfe, auch außerhalb des Unterrichts|Gezielte Vorbereitung auf Prüfungen|Individuelles Feedback auf meine Aufgaben",1,3,Immer,1,4,4,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist","Um häufige Missverständnisse zu erkennen|Um zu sehen, ob der KI-Tutor gut funktioniert|Um den Unterricht besser an unsere Fragen anzupassen","Ja, Quellenangaben sind mir wichtig",Meine Daten wollen und oft falsch liegen,Besseres Verständnis und bessere Vorbereitung auf Tests und Schularbeiten,
S266,student,4BHITM,2026-05-27T12:54:52.1466667,12. Schulstufe,Informatik,4,"Ja, regelmäßig",ChatGPT|Google Gemini|DeepL|GitHub Copilot|Claude Code,,"Ja, über 10 €/Monat",Täglich,Hausübungen lösen oder kontrollieren|Texte schreiben oder verbessern|Programmieren und Fehlersuche im Code,Laptop,4,Etwa einmal pro Woche,"Zur Vorbereitung auf Tests und Schularbeiten|Bei Hausübungen, wenn ich nicht weiterkomme|Um Texte zu verbessern oder Feedback zu bekommen",Hauptsächlich im Unterricht,Angewandte Mathematik|Programmierunterricht|Physik,,"Fixiert auf das gewisse Thema, und nicht generalisiert über dinge sprechen und 20 mal abschweifen","Bei Aufgaben Hinweise geben, ohne die Lösung zu verraten|Zusammenfassungen von Unterrichtsmaterial erstellen|Quellen und weiterführende Links anbieten",Das hängt vom Thema ab — ich möchte wählen können,"Erst fragen, wo genau ich hänge, und dann gezielt helfen",3,"Ja, Erklärungen in einer anderen Sprache (z.B. Englisch, Muttersprache) wären hilfreich",,3,3,3,3,4,"Bessere Erklärungen als im Lehrbuch|Individuelles Feedback auf meine Aufgaben|Sofort verfügbare Hilfe, auch außerhalb des Unterrichts",4,3,Meistens,1,3,4,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist",Um den Unterricht besser an unsere Fragen anzupassen,"Ja, Quellenangaben sind mir wichtig","Abschweifen vom Thema, welches nicht teil der Frage war",Permanente Erreichbarkeit und evtl. anderer Ansatz als der Professor beim erklären,
